=== Object Detection Log ===
[2025-12-08 18:03:27] Frame 00639 | DETECT=True | HOLD=True(20) | x=330,y=107,w=147,h=108 | area%=5.76 | elong=1.36 | fill=0.56 | elapsed=4.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00640 | DETECT=True | HOLD=True(20) | x=312,y=87,w=158,h=116 | area%=6.33 | elong=1.36 | fill=0.54 | elapsed=5.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00641 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00642 | DETECT=False | HOLD=True(18) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=6.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00643 | DETECT=True | HOLD=True(20) | x=305,y=99,w=182,h=133 | area%=6.76 | elong=1.37 | fill=0.43 | elapsed=2.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00644 | DETECT=True | HOLD=True(20) | x=299,y=116,w=324,h=351 | area%=17.83 | elong=1.08 | fill=0.24 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00645 | DETECT=True | HOLD=True(20) | x=285,y=133,w=338,h=334 | area%=23.19 | elong=1.01 | fill=0.32 | elapsed=5.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00646 | DETECT=True | HOLD=True(20) | x=285,y=154,w=338,h=313 | area%=26.38 | elong=1.08 | fill=0.39 | elapsed=2.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00647 | DETECT=True | HOLD=True(20) | x=296,y=178,w=327,h=289 | area%=27.96 | elong=1.13 | fill=0.46 | elapsed=0.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00648 | DETECT=True | HOLD=True(20) | x=304,y=196,w=319,h=271 | area%=29.75 | elong=1.18 | fill=0.54 | elapsed=1.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00649 | DETECT=True | HOLD=True(20) | x=288,y=208,w=335,h=259 | area%=29.92 | elong=1.29 | fill=0.54 | elapsed=4.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00650 | DETECT=True | HOLD=True(20) | x=288,y=208,w=335,h=259 | area%=29.92 | elong=1.29 | fill=0.54 | elapsed=6.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00651 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=2.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00652 | DETECT=False | HOLD=True(18) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00653 | DETECT=False | HOLD=True(17) | x=207,y=342,w=82,h=73 | area%=1.87 | elong=1.12 | fill=0.49 | elapsed=0.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00654 | DETECT=False | HOLD=True(16) | x=205,y=342,w=83,h=89 | area%=2.16 | elong=1.07 | fill=0.46 | elapsed=5.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00655 | DETECT=True | HOLD=True(20) | x=192,y=347,w=97,h=102 | area%=3.40 | elong=1.05 | fill=0.54 | elapsed=4.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00656 | DETECT=True | HOLD=True(20) | x=198,y=348,w=87,h=96 | area%=3.08 | elong=1.10 | fill=0.57 | elapsed=5.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00657 | DETECT=True | HOLD=True(20) | x=198,y=348,w=87,h=96 | area%=3.08 | elong=1.10 | fill=0.57 | elapsed=4.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00658 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00659 | DETECT=False | HOLD=True(18) | x=20,y=364,w=89,h=103 | area%=2.19 | elong=1.16 | fill=0.37 | elapsed=4.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00660 | DETECT=True | HOLD=True(20) | x=20,y=365,w=135,h=102 | area%=2.72 | elong=1.32 | fill=0.31 | elapsed=1.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00661 | DETECT=True | HOLD=True(20) | x=20,y=369,w=119,h=98 | area%=2.72 | elong=1.21 | fill=0.36 | elapsed=1.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00662 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00663 | DETECT=False | HOLD=True(18) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00664 | DETECT=False | HOLD=True(17) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00665 | DETECT=False | HOLD=True(16) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=5.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00666 | DETECT=False | HOLD=True(15) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00667 | DETECT=True | HOLD=True(20) | x=20,y=360,w=113,h=107 | area%=2.97 | elong=1.06 | fill=0.38 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00668 | DETECT=True | HOLD=True(20) | x=20,y=343,w=92,h=124 | area%=2.88 | elong=1.35 | fill=0.39 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00669 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:28] Frame 00670 | DETECT=False | HOLD=True(18) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00671 | DETECT=False | HOLD=True(17) | x=20,y=391,w=63,h=76 | area%=1.61 | elong=1.21 | fill=0.52 | elapsed=5.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00672 | DETECT=False | HOLD=True(16) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00673 | DETECT=False | HOLD=True(15) | x=20,y=415,w=42,h=52 | area%=0.74 | elong=1.24 | fill=0.52 | elapsed=7.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00674 | DETECT=False | HOLD=True(14) | x=20,y=402,w=66,h=65 | area%=1.39 | elong=1.02 | fill=0.50 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00675 | DETECT=False | HOLD=True(13) | x=20,y=386,w=76,h=81 | area%=1.55 | elong=1.07 | fill=0.39 | elapsed=3.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00676 | DETECT=True | HOLD=True(20) | x=502,y=358,w=121,h=109 | area%=5.90 | elong=1.11 | fill=0.70 | elapsed=2.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00677 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00678 | DETECT=False | HOLD=True(18) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=0.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00679 | DETECT=True | HOLD=True(20) | x=113,y=72,w=300,h=234 | area%=18.60 | elong=1.28 | fill=0.41 | elapsed=3.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00680 | DETECT=True | HOLD=True(20) | x=195,y=72,w=284,h=205 | area%=22.16 | elong=1.39 | fill=0.59 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00681 | DETECT=True | HOLD=True(20) | x=327,y=113,w=160,h=166 | area%=11.31 | elong=1.04 | fill=0.66 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00682 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00683 | DETECT=False | HOLD=True(18) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=1.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00684 | DETECT=True | HOLD=True(20) | x=20,y=260,w=194,h=207 | area%=14.70 | elong=1.07 | fill=0.57 | elapsed=1.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00685 | DETECT=True | HOLD=True(20) | x=20,y=149,w=249,h=318 | area%=24.49 | elong=1.28 | fill=0.48 | elapsed=2.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00686 | DETECT=True | HOLD=True(20) | x=20,y=133,w=266,h=334 | area%=28.39 | elong=1.26 | fill=0.50 | elapsed=2.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00687 | DETECT=True | HOLD=True(20) | x=20,y=100,w=303,h=367 | area%=37.12 | elong=1.21 | fill=0.52 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00688 | DETECT=True | HOLD=True(20) | x=20,y=100,w=303,h=367 | area%=37.12 | elong=1.21 | fill=0.52 | elapsed=6.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00689 | DETECT=True | HOLD=True(20) | x=20,y=72,w=323,h=395 | area%=44.12 | elong=1.22 | fill=0.54 | elapsed=0.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00690 | DETECT=True | HOLD=True(20) | x=20,y=72,w=322,h=395 | area%=43.83 | elong=1.23 | fill=0.54 | elapsed=1.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00691 | DETECT=True | HOLD=True(20) | x=20,y=72,w=341,h=395 | area%=42.96 | elong=1.16 | fill=0.50 | elapsed=3.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00692 | DETECT=True | HOLD=True(20) | x=20,y=72,w=358,h=395 | area%=45.95 | elong=1.10 | fill=0.51 | elapsed=1.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00693 | DETECT=True | HOLD=True(20) | x=20,y=72,w=382,h=395 | area%=51.25 | elong=1.03 | fill=0.53 | elapsed=3.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00694 | DETECT=True | HOLD=True(20) | x=20,y=72,w=386,h=395 | area%=52.62 | elong=1.02 | fill=0.54 | elapsed=3.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00695 | DETECT=True | HOLD=True(20) | x=20,y=72,w=386,h=395 | area%=52.62 | elong=1.02 | fill=0.54 | elapsed=0.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00696 | DETECT=True | HOLD=True(20) | x=20,y=72,w=394,h=395 | area%=57.95 | elong=1.00 | fill=0.58 | elapsed=2.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00697 | DETECT=True | HOLD=True(20) | x=20,y=72,w=398,h=395 | area%=56.88 | elong=1.01 | fill=0.56 | elapsed=1.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00698 | DETECT=True | HOLD=True(20) | x=20,y=72,w=378,h=395 | area%=52.35 | elong=1.04 | fill=0.55 | elapsed=1.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:29] Frame 00699 | DETECT=True | HOLD=True(20) | x=20,y=72,w=370,h=395 | area%=48.96 | elong=1.07 | fill=0.52 | elapsed=3.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00700 | DETECT=True | HOLD=True(20) | x=20,y=104,w=373,h=363 | area%=42.12 | elong=1.03 | fill=0.48 | elapsed=2.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00701 | DETECT=True | HOLD=True(20) | x=20,y=121,w=376,h=346 | area%=40.62 | elong=1.09 | fill=0.49 | elapsed=2.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00702 | DETECT=True | HOLD=True(20) | x=20,y=133,w=374,h=334 | area%=39.59 | elong=1.12 | fill=0.49 | elapsed=2.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00703 | DETECT=True | HOLD=True(20) | x=20,y=154,w=357,h=313 | area%=36.75 | elong=1.14 | fill=0.51 | elapsed=4.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00704 | DETECT=True | HOLD=True(20) | x=20,y=171,w=339,h=296 | area%=32.17 | elong=1.15 | fill=0.50 | elapsed=2.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00705 | DETECT=True | HOLD=True(20) | x=20,y=194,w=326,h=273 | area%=28.39 | elong=1.19 | fill=0.50 | elapsed=3.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00706 | DETECT=True | HOLD=True(20) | x=20,y=216,w=312,h=251 | area%=24.16 | elong=1.24 | fill=0.48 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00707 | DETECT=True | HOLD=True(20) | x=20,y=239,w=293,h=228 | area%=20.53 | elong=1.29 | fill=0.48 | elapsed=3.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00708 | DETECT=True | HOLD=True(20) | x=20,y=244,w=275,h=223 | area%=18.03 | elong=1.23 | fill=0.46 | elapsed=4.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00709 | DETECT=True | HOLD=True(20) | x=20,y=258,w=268,h=209 | area%=17.81 | elong=1.28 | fill=0.49 | elapsed=4.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00710 | DETECT=True | HOLD=True(20) | x=20,y=270,w=253,h=197 | area%=15.27 | elong=1.28 | fill=0.48 | elapsed=4.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00711 | DETECT=True | HOLD=True(20) | x=20,y=291,w=232,h=176 | area%=12.49 | elong=1.32 | fill=0.48 | elapsed=4.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00712 | DETECT=True | HOLD=True(20) | x=156,y=72,w=315,h=291 | area%=17.41 | elong=1.08 | fill=0.30 | elapsed=4.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00713 | DETECT=True | HOLD=True(20) | x=156,y=72,w=315,h=271 | area%=15.66 | elong=1.16 | fill=0.29 | elapsed=4.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00714 | DETECT=True | HOLD=True(20) | x=155,y=72,w=209,h=207 | area%=13.18 | elong=1.01 | fill=0.47 | elapsed=3.6ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00715 | DETECT=True | HOLD=True(20) | x=156,y=72,w=198,h=160 | area%=10.71 | elong=1.24 | fill=0.53 | elapsed=5.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00716 | DETECT=True | HOLD=True(20) | x=151,y=72,w=190,h=169 | area%=9.23 | elong=1.12 | fill=0.45 | elapsed=4.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00717 | DETECT=True | HOLD=True(20) | x=150,y=72,w=183,h=170 | area%=8.38 | elong=1.08 | fill=0.42 | elapsed=3.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00718 | DETECT=True | HOLD=True(20) | x=149,y=72,w=179,h=171 | area%=7.75 | elong=1.05 | fill=0.39 | elapsed=4.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00719 | DETECT=True | HOLD=True(20) | x=145,y=72,w=184,h=179 | area%=7.86 | elong=1.03 | fill=0.37 | elapsed=2.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00720 | DETECT=True | HOLD=True(20) | x=137,y=72,w=177,h=192 | area%=7.77 | elong=1.08 | fill=0.36 | elapsed=2.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00721 | DETECT=True | HOLD=True(20) | x=134,y=72,w=168,h=198 | area%=7.34 | elong=1.18 | fill=0.34 | elapsed=1.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00722 | DETECT=True | HOLD=True(20) | x=134,y=72,w=168,h=198 | area%=7.34 | elong=1.18 | fill=0.34 | elapsed=4.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00723 | DETECT=True | HOLD=True(20) | x=149,y=72,w=137,h=172 | area%=4.96 | elong=1.26 | fill=0.33 | elapsed=3.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00724 | DETECT=True | HOLD=True(20) | x=179,y=73,w=91,h=119 | area%=3.11 | elong=1.31 | fill=0.45 | elapsed=3.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00725 | DETECT=False | HOLD=True(19) | x=189,y=73,w=74,h=102 | area%=2.24 | elong=1.38 | fill=0.46 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00726 | DETECT=False | HOLD=True(18) | x=196,y=72,w=71,h=91 | area%=1.96 | elong=1.28 | fill=0.47 | elapsed=4.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00727 | DETECT=False | HOLD=True(17) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=1.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00728 | DETECT=False | HOLD=True(16) | x=20,y=388,w=90,h=79 | area%=2.27 | elong=1.14 | fill=0.50 | elapsed=4.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:30] Frame 00729 | DETECT=True | HOLD=True(20) | x=20,y=301,w=149,h=166 | area%=9.18 | elong=1.11 | fill=0.58 | elapsed=3.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00730 | DETECT=True | HOLD=True(20) | x=20,y=301,w=149,h=166 | area%=9.18 | elong=1.11 | fill=0.58 | elapsed=3.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00731 | DETECT=True | HOLD=True(20) | x=20,y=138,w=416,h=329 | area%=22.24 | elong=1.26 | fill=0.25 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00732 | DETECT=True | HOLD=True(20) | x=20,y=90,w=410,h=377 | area%=42.04 | elong=1.09 | fill=0.42 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00733 | DETECT=True | HOLD=True(20) | x=20,y=72,w=529,h=395 | area%=70.13 | elong=1.34 | fill=0.52 | elapsed=4.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00734 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=3.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00735 | DETECT=True | HOLD=True(20) | x=103,y=72,w=520,h=395 | area%=69.39 | elong=1.32 | fill=0.53 | elapsed=3.7ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00736 | DETECT=True | HOLD=True(20) | x=255,y=187,w=368,h=280 | area%=36.14 | elong=1.31 | fill=0.55 | elapsed=4.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00737 | DETECT=True | HOLD=True(20) | x=403,y=253,w=220,h=214 | area%=15.01 | elong=1.03 | fill=0.50 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00738 | DETECT=False | HOLD=True(19) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=2.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00739 | DETECT=False | HOLD=True(18) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=1.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00740 | DETECT=False | HOLD=True(17) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=3.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00741 | DETECT=False | HOLD=True(16) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=5.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00742 | DETECT=False | HOLD=True(15) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=3.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00743 | DETECT=False | HOLD=True(14) | x=20,y=402,w=57,h=65 | area%=1.25 | elong=1.14 | fill=0.52 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00744 | DETECT=True | HOLD=True(20) | x=20,y=358,w=93,h=109 | area%=3.68 | elong=1.17 | fill=0.56 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00745 | DETECT=True | HOLD=True(20) | x=20,y=324,w=117,h=143 | area%=6.00 | elong=1.22 | fill=0.56 | elapsed=1.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00746 | DETECT=True | HOLD=True(20) | x=20,y=313,w=130,h=154 | area%=6.74 | elong=1.18 | fill=0.52 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00747 | DETECT=True | HOLD=True(20) | x=20,y=301,w=143,h=166 | area%=7.38 | elong=1.16 | fill=0.48 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00748 | DETECT=True | HOLD=True(20) | x=20,y=294,w=144,h=173 | area%=7.47 | elong=1.20 | fill=0.47 | elapsed=2.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00749 | DETECT=True | HOLD=True(20) | x=20,y=306,w=134,h=161 | area%=6.72 | elong=1.20 | fill=0.48 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00750 | DETECT=True | HOLD=True(20) | x=20,y=324,w=123,h=143 | area%=5.58 | elong=1.16 | fill=0.49 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00751 | DETECT=True | HOLD=True(20) | x=20,y=338,w=106,h=129 | area%=4.69 | elong=1.22 | fill=0.53 | elapsed=1.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00752 | DETECT=True | HOLD=True(20) | x=20,y=324,w=142,h=143 | area%=6.36 | elong=1.01 | fill=0.49 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00753 | DETECT=True | HOLD=True(20) | x=20,y=369,w=88,h=98 | area%=2.57 | elong=1.11 | fill=0.46 | elapsed=3.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00754 | DETECT=False | HOLD=True(19) | x=20,y=384,w=74,h=83 | area%=1.95 | elong=1.12 | fill=0.49 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00755 | DETECT=False | HOLD=True(18) | x=20,y=403,w=57,h=64 | area%=1.34 | elong=1.12 | fill=0.57 | elapsed=2.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00756 | DETECT=False | HOLD=True(17) | x=20,y=412,w=70,h=55 | area%=0.98 | elong=1.27 | fill=0.40 | elapsed=0.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00757 | DETECT=False | HOLD=True(16) | x=20,y=407,w=56,h=60 | area%=0.95 | elong=1.07 | fill=0.44 | elapsed=1.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00758 | DETECT=False | HOLD=True(15) | x=570,y=429,w=53,h=38 | area%=0.84 | elong=1.39 | fill=0.65 | elapsed=3.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:31] Frame 00759 | DETECT=False | HOLD=True(14) | x=20,y=415,w=50,h=52 | area%=0.72 | elong=1.04 | fill=0.43 | elapsed=3.0ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00760 | DETECT=False | HOLD=True(13) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=3.3ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00761 | DETECT=False | HOLD=True(12) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=1.5ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00762 | DETECT=False | HOLD=True(11) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00763 | DETECT=False | HOLD=True(10) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=6.8ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00764 | DETECT=False | HOLD=True(9) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=1.4ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00765 | DETECT=False | HOLD=True(8) | None | area%=0.00 | elong=0.00 | fill=0.00 | elapsed=4.2ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00766 | DETECT=False | HOLD=True(7) | x=579,y=422,w=44,h=45 | area%=0.48 | elong=1.02 | fill=0.38 | elapsed=3.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00767 | DETECT=False | HOLD=True(6) | x=589,y=424,w=34,h=43 | area%=0.43 | elong=1.26 | fill=0.46 | elapsed=1.1ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00768 | DETECT=False | HOLD=True(5) | x=589,y=424,w=34,h=43 | area%=0.43 | elong=1.26 | fill=0.46 | elapsed=2.9ms | angle: None | Angle_log: None | Turn: 
[2025-12-08 18:03:32] Frame 00769 | DETECT=False | HOLD=True(4) | x=579,y=429,w=44,h=38 | area%=0.55 | elong=1.16 | fill=0.52 | elapsed=2.1ms | angle: None | Angle_log: None | Turn: 
